BU,MPN,DEVICE,MPC,PSI_MASK,PRODUCT_FAMILY,PKG_CODE,LEAD_COUNT,CONFIGURATION,BB_REPOSITORY_NAME,PACKAGE,TEST_LOCATION,ATE,TSO_MAIN_SOURCE,TSO_EXECUTABLE,TSO_TEST_DEVICE,STDF_TP_NAME,TP_REV,RELEASE_DATE,HANDLER,INCOMING_MEDIA,TRANSFER_REQUIRED,SUBCON_PROCESS_STEP,OPERATION,TEMP,INSERTION,FLOW_ID,FLOW_TYPE,TEST_FLOW_GROUP,PROCESS_PLAN,STEP_NAME,BIN_GROUP,ACCEPT_BIN1_ONLY,SITES,INDEX_SECONDS,TEST_SECONDS,DAILY_CAP,TEST_YIELD,SUBCON_UTILIZATION,DAILY_TEST_IN,DAILY_TEST_OUT,REMARKS,DIE_ITEM,PRODUCT,TARGET_YIELD,HOLD_YIELD_LIMIT,UPPER_YIELD_LIMIT,OS_YIELD_LIMIT,SCRAP_YIELD_LIMIT,CDCA_DISPOSITION_INSTRUCTION,PRODUCT_CONTROL,TPE,TSE,BU_PE,BU_TE,MSCC_TECHNOLOGIST,FAB_LOCATION,ASSY_LOCATION,LB_14A,LB_SUPPLIER,LB_SUPPLIER_PARTNUMBER,SOCKET_14A,SOCKET_SUPPLIER,SOCKET_SUPPLIER_PARTNUMBER,CABLE_14A,CABLE_SUPPLIER,CABLE_SUPPLIER_PARTNUMBER,DUTBOARD_14A,DUTBOARD_SUPPLIER,DUTBOARD_SUPPLIER_PARTNUMBER,MAPBOARD_14A,MAPBOARD_SUPPLIER,MAPBOARD_SUPPLIER_PARTNUMBER,IND,PGM_KEY,INDEX,TEST_PROG_DIRECTORY_NAME,TEST_PROGRAM_DIRECTORY,SKIP_LOT_QA_1:10,QA_TEST_PROGRAM_NAME,STDF_DEVICE,SETUP_KEY,PSI_STATUS,TP_NAME,STDF_PROGRAM,MSCC_PLANNER,MSCC_PE_PRIMARY,MSCC_PE_BACKUP,MSCC_TE,LB_QTY,LB_TESTLOCATION,LB_STATUS,LB_N1,SOCKET_QTY,SUBCON_SOCKET_ID,LID_SOCKET_14A,LID_SOCKET_QTY,LID_SUBCON_SOCKET_ID,LID_SUPPLIER,LID_SUPPLIER_PARTNUMBER,ALIGNPLATE_SOCKET_14A,ALIGNPLATE_QTY,SUBCON_ALIGNPLATE_ID,ALIGNPLATE_SUPPLIER,ALIGNPLATE_SUPPLIER_PARTNUMBER,CABLE_QTY,SUBCON_CABLE_ID,DUTBOARD_QTY,DUTBOARD_SUBCON_ID,CHANGEKIT_QTY,SUBCON_CHANGEKIT_ID,CHANGEKIT_SUPPLIER,CHANGEKIT_SUPPLIER_PARTNUMBER,MAPBOARD_QTY,SUBCON_MAPBOARD_ID,
VPT,MT9075BL1,MT9075BL,Z1A417KGCA01,Z1A41,Framer,KGC,100,MQFP_14X20,Z1A41.SYNCHRO_AC,MQFP100_20x14x2.7,ASEM,SYNCHRO_AC,c304bt.vti,,,c304bt.vti,BT,43145,MAN,Tray,No,T400,FCD,T25C,1,,STD,STD_MT9075BL1,FQ,FCD(25C). FQD(25C),CPG_LE_SYN,Yes,1.0,20.0,4.32,3552,0.95,0.65,2309.2105263157896,2193.75,ACTIVE,F3200ABC,Framer,0.95,0.93,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,Joel,,SS Quah,Jeffrey Schmoyer,GF,ASEM,14-A20129,Mitel,Mitel:1423663010203_R1,14-A20015,Yamaichi,Yamaichi:IC51-814-7.A107918-001,NA,NA,NA,14-A20014,Mitel,Mitel:1418363010203_R1,,NA,NA,,"144828
144829",1.0,C304BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9075BP1,MT9075BP,Z1A417W2XA01,Z1A41,Framer,W2X,68,68PLCC,Z1A41.SYNCHRO_AC,PLCC68_24.21x24.21x3.76,ASEM,SYNCHRO_AC,c304bt.vti,,,c304bt.vti,BT,43145,AS1,Tube,No,T400,FCD,T25C,1,,STD,STD_MT9075BP1,FQ,FCD(25C). FQD(25C),CPG_LE_SYN,Yes,1.0,2.0,4.32,13670,0.95,0.65,8886.075949367088,8441.772151898735,ACTIVE,F3200ABC,Framer,0.95,0.93,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,Joel,,SS Quah,Jeffrey Schmoyer,GF,ASEM,14-A20129,Mitel,Mitel:1423663010203_R1,14-A20131,ASECO,ASECO:PLCC68,NA,NA,NA,14-A20130,Mitel,Mitel:1405993010203_R1,,NA,NA,,"144860
144861",2.0,C304BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9092AP1,MT9092AP,Z05427T2XA01,Z0542,,T2X,44,44PLCC,Z0542.LTX77_VPT,PLCC44_16.59x16.59x3.81,ASEM,LTX77_VPT,C146FAU.TP,,,C146FAU.TP,AU,-,AS1,Tube,No,T400,FCD,T25C,1,,STD,STD_MT9092AP1,FQ,FCD(25C). FQD(25C),CPG_LE_MCT,Yes,1.0,2.0,8.85,7963,,0.5,3981.5668202764978,0.0,EOL. BUT NEED TO KEEP,W.C146F20,,,,,,,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,,Dalsa,ASEM,14-A20004,LTX,LTX:860-1162-00-(DX90_Proto_Socket_Adaptor_SAT1010_RevCA),14-A20006,ASECO,ASECO:PLCC44,14-A20040,Encore_Engineering_Services_and_Products,Encore_Engineering_Services_and_Products:894-8828,14-A20005,PIER ELECTRONICS,PIER ELECTRONICS:D7ASCC,,NA,NA,,,0.0,C146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9171AN1,MT9171AN,V20C27J2XA01,V20C2,DSIC/ DNIC,J2X,24,SSOP,C237.TELEPAC,SSOP24_5.3x8.2x1.75,ASEM,TELEPAC,c237ag.vti,,,c237ag.vti,AG,-,AS1,Tube,No,T400,FT,T25C,1,,STD,STD_MT9171AN1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.7,23351,0.97,0.65,15178.378378378378,14723.027027027027,ACTIVE,J7300AAB,DSIC/ DNIC,0.97,0.85,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,Mike Tranquillo,GF,ASEM,14-A20025,LTX,LTX:860-1893-00 RevAB,14-A20128,ASECO,ASECO:SSOP24,NA,NA,NA,14-A20026,LTX,LTX:860-1054_RevGA,,NA,NA,,"144836
144837",1.0,C237AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9171ANR1,MT9171AN,V20C2TJ2XA01,V20C2,DSIC/ DNIC,J2X,24,SSOP,C237.TELEPAC,SSOP24_5.3x8.2x1.75,ASEM,TELEPAC,c237ag.vti,,,c237ag.vti,AG,-,AS1,Tube,No,T400,FT,T25C,1,,STD,STD_MT9171ANR1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.7,23351,0.97,0.65,15178.378378378378,14723.027027027027,ACTIVE,J7300AAB,DSIC/ DNIC,0.97,0.85,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,Mike Tranquillo,GF,ASEM,14-A20025,LTX,LTX:860-1893-00 RevAB,14-A20128,ASECO,ASECO:SSOP24,NA,NA,NA,14-A20026,LTX,LTX:860-1054_RevGA,,NA,NA,,"144836
144837",1.0,C237AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9171AP1,MT9171AP,V20C27L4XA01,V20C2,DSIC/ DNIC,L4X,28,28PLCC,C237.TELEPAC,PLCC28_11.5x11.5x3.81,ASEM,TELEPAC,c237ag.vti,,,c237ag.vti,AG,-,AS1,Tube,No,T400,FT,T25C,1,,STD,STD_MT9171AP1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.7,23351,0.97,0.65,15178.378378378378,14723.027027027027,ACTIVE,J7300AAB,DSIC/ DNIC,0.97,0.85,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,Mike Tranquillo,GF,ASEM,14-A20025,LTX,LTX:860-1893-00 RevAB,14-A20003,ASECO,ASECO:PLCC28,NA,NA,NA,14-A20026,LTX,LTX:860-1054_RevGA,,NA,NA,,"144866
144867",2.0,C237AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9171APR1,MT9171AP,V20C2TL4XA01,V20C2,DSIC/ DNIC,L4X,28,28PLCC,C237.TELEPAC,PLCC28_11.5x11.5x3.81,ASEM,TELEPAC,c237ag.vti,,,c237ag.vti,AG,-,AS1,Tube,No,T400,FT,T25C,1,,STD,STD_MT9171APR1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.7,23351,0.97,0.65,15178.378378378378,14723.027027027027,ACTIVE,J7300AAB,DSIC/ DNIC,0.97,0.85,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,Mike Tranquillo,GF,ASEM,14-A20025,LTX,LTX:860-1893-00 RevAB,14-A20003,ASECO,ASECO:PLCC28,NA,NA,NA,14-A20026,LTX,LTX:860-1054_RevGA,,NA,NA,,"144866
144867",2.0,C237AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9172AN1,MT9172AN,V20C37J2XA01,V20C3,DSIC/ DNIC,J2X,24,SSOP,C237.TELEPAC,SSOP24_5.3x8.2x1.75,ASEM,TELEPAC,c237ag.vti,,,c237ag.vti,AG,-,AS1,Tube,No,T400,FT,T25C,1,,STD,STD_MT9172AN1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.7,23351,0.96,0.65,15178.378378378378,14571.243243243243,ACTIVE,J7301AAB,DSIC/ DNIC,0.96,0.83,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,Mike Tranquillo,GF,ASEM,14-A20025,LTX,LTX:860-1893-00 RevAB,14-A20128,ASECO,ASECO:SSOP24,NA,NA,NA,14-A20026,LTX,LTX:860-1054_RevGA,,NA,NA,,"144882
144883",3.0,C237AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9172ANR1,MT9172AN,V20C3TJ2XA01,V20C3,DSIC/ DNIC,J2X,24,SSOP,C237.TELEPAC,SSOP24_5.3x8.2x1.75,ASEM,TELEPAC,c237ag.vti,,,c237ag.vti,AG,-,AS1,Tube,No,T400,FT,T25C,1,,STD,STD_MT9172ANR1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.7,23351,0.96,0.65,15178.378378378378,14571.243243243243,ACTIVE,J7301AAB,DSIC/ DNIC,0.96,0.83,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,Mike Tranquillo,GF,ASEM,14-A20025,LTX,LTX:860-1893-00 RevAB,14-A20128,ASECO,ASECO:SSOP24,NA,NA,NA,14-A20026,LTX,LTX:860-1054_RevGA,,NA,NA,,"144882
144883",3.0,C237AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9172AP1,MT9172AP,V20C37L4XA01,V20C3,DSIC/ DNIC,L4X,28,28PLCC,C237.TELEPAC,PLCC28_11.5x11.5x3.81,ASEM,TELEPAC,c237ag.vti,,,c237ag.vti,AG,-,AS1,Tube,No,T400,FT,T25C,1,,STD,STD_MT9172AP1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.7,23351,0.96,0.65,15178.378378378378,14571.243243243243,ACTIVE,J7301AAB,DSIC/ DNIC,0.96,0.83,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,Mike Tranquillo,GF,ASEM,14-A20025,LTX,LTX:860-1893-00 RevAB,14-A20003,ASECO,ASECO:PLCC28,NA,NA,NA,14-A20026,LTX,LTX:860-1054_RevGA,,NA,NA,,"144896
144897",4.0,C237AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9172APR1,MT9172AP,V20C3TL4XA01,V20C3,DSIC/ DNIC,L4X,28,28PLCC,C237.TELEPAC,PLCC28_11.5x11.5x3.81,ASEM,TELEPAC,c237ag.vti,,,c237ag.vti,AG,-,AS1,Tube,No,T400,FT,T25C,1,,STD,STD_MT9172APR1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.7,23351,0.96,0.65,15178.378378378378,14571.243243243243,ACTIVE,J7301AAB,DSIC/ DNIC,0.96,0.83,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,Mike Tranquillo,GF,ASEM,14-A20025,LTX,LTX:860-1893-00 RevAB,14-A20003,ASECO,ASECO:PLCC28,NA,NA,NA,14-A20026,LTX,LTX:860-1054_RevGA,,NA,NA,,"144896
144897",4.0,C237AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9173AN1,MT9173AN,V20C27J2XA02,V20C2,DSIC/ DNIC,J2X,24,SSOP,C237.TELEPAC,SSOP24_5.3x8.2x1.75,ASEM,TELEPAC,c237ag.vti,,,c237ag.vti,AG,-,AS1,Tube,No,T400,FT,T25C,1,,STD,STD_MT9173AN1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.85,22441,0.97,0.65,14587.012987012988,14149.402597402599,ACTIVE,J7300AAB,DSIC/ DNIC,0.97,0.9,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,Mike Tranquillo,GF,ASEM,14-A20025,LTX,LTX:860-1893-00 RevAB,14-A20128,ASECO,ASECO:SSOP24,NA,NA,NA,14-A20026,LTX,LTX:860-1054_RevGA,,NA,NA,,"144836
144837",1.0,C237AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9173ANR1,MT9173AN,V20C2TJ2XA02,V20C2,DSIC/ DNIC,J2X,24,SSOP,C237.TELEPAC,SSOP24_5.3x8.2x1.75,ASEM,TELEPAC,c237ag.vti,,,c237ag.vti,AG,-,AS1,Tube,No,T400,FT,T25C,1,,STD,STD_MT9173ANR1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.85,22441,0.97,0.65,14587.012987012988,14149.402597402599,ACTIVE,J7300AAB,DSIC/ DNIC,0.97,0.9,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,Mike Tranquillo,GF,ASEM,14-A20025,LTX,LTX:860-1893-00 RevAB,14-A20128,ASECO,ASECO:SSOP24,NA,NA,NA,14-A20026,LTX,LTX:860-1054_RevGA,,NA,NA,,"144836
144837",1.0,C237AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT9174AN1,MT9174AN,V20C37J2XA02,V20C3,DSIC/ DNIC,J2X,24,SSOP,C237.TELEPAC,SSOP24_5.3x8.2x1.75,ASEM,TELEPAC,c237ag.vti,,,c237ag.vti,AG,-,AS1,Tube,No,T400,FT,T25C,1,,STD,STD_MT9174AN1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.87,22325,0.95,0.65,14511.627906976744,13786.046511627907,ACTIVE,J7301AAB,DSIC/ DNIC,0.95,0.9,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,Mike Tranquillo,GF,ASEM,14-A20025,LTX,LTX:860-1893-00 RevAB,14-A20128,ASECO,ASECO:SSOP24,NA,NA,NA,14-A20026,LTX,LTX:860-1054_RevGA,,NA,NA,,"144882
144883",3.0,C237AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT92303B/PR/GP2N,MT92303B,U02111KECA01,U0211,Codec,KEC,44,MQFP_10X10,U0211.SYNCHRO_AC,MQFP44_10x10x2,ASEM,SYNCHRO_AC,sk071pt.vti,,,sk071pt.vti,PT,-,MAN,Tray,No,T400,FT,T25C,1,,STD,STD_MT92303B/PR/GP2N,FQ,FCD(25C). FQD(25C),CPG_LE_SYN,Yes,1.0,1.2,7.2,10285,0.95,0.65,6685.714285714285,6351.42857142857,EOL,J3071AAA,Codec,0.95,0.9,1,0.01,0.6,NA,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,Mike Tranquillo,GF,ASEM,14-A20011,LTX (Europe) LTD,LTX (Europe) LTD:860-6796,14-A20017,Yamaichi,Yamaichi:IC51-0444-798,NA,NA,NA,14-A20016,Mitel,Mitel:9611/LTX/0087_REVB,,NA,NA,,,0.0,SK071PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,ZL38003GMG2,ZL38003G,3411A7JHCA01,3411A,AEC/ Codec,JHC,81,LBGA_10X10,3411A.SYNCHRO_AC,LBGA81_10x10x1.42,ASEM,SYNCHRO_AC,k1595ad.vti,,,k1595ad.vti,AD,-,MAN,Tray,No,T400,FCD,T25C,1,,STD,STD_ZL38003GMG2,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,20.0,4.04,3594,0.975,0.65,2336.1064891846927,2277.7038269550753,No test since the last 3 years,J3048AAA,AEC/ Codec,0.975,0.96,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,,GF,ASEM,14-A20011,LTX (Europe) LTD,LTX (Europe) LTD:860-6796,14-A20013,ECT BANTAMPAK,ECT BANTAMPAK:BP100-0081LB02,NA,NA,NA,14-A20012,ECT,ECT:1L30AF2C22951_RevA,,NA,NA,,"144832
144833",1.0,K1595AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,ZL49020DAA1,ZL49020D,Z05437KNCA04,Z0543,DTMF reciever,KNC,8,300DIP,ZL49020.SYNCHRO_II,PDIP08_7.92x9.33x3.4,ASEM,SYNCHRO_II,mt3270bc.vti,,,mt3270bc.vti,BC,-,MCT,Tube,No,T400,FCD,T25C,1,,STD,STD_ZL49020DAA1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,1.2,1.15,36765,0.98,0.65,23897.87234042554,23419.914893617028,ACTIVE,W.C194C40,DTMF reciever,0.98,0.9,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,,Dalsa,ASEM,14-A20011,LTX (Europe) LTD,LTX (Europe) LTD:860-6796,14-A20072,Yamaichi,MCT:PDIP028,NA,NA,NA,14-A20019,Mitel,Mitel:1441563010203_R1,,NA,NA,,"144852
144853",2.0,MT3270BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,ZL49021DAA1,ZL49021D,Z05437KNCA05,Z0543,DTMF reciever,KNC,8,300DIP,ZL49021.SYNCHRO_II,PDIP08_7.92x9.33x3.4,ASEM,SYNCHRO_II,mt3271bb.vti,,,mt3271bb.vti,BB,-,MCT,Tube,No,T400,FCD,T25C,1,,STD,STD_ZL49021DAA1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,1.2,2.27,24899,0.98,0.65,16184.438040345822,15860.749279538904,ACTIVE,W.C194C41,DTMF reciever,0.98,0.96,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,,Dalsa,ASEM,14-A20011,LTX (Europe) LTD,LTX (Europe) LTD:860-6796,14-A20072,Yamaichi,MCT:PDIP028,NA,NA,NA,14-A20019,Mitel,Mitel:1441563010203_R1,,NA,NA,,"144850
144851",2.0,MT3271BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,ZL49031DCE1,ZL49031D,Z05437KYCA03,Z0543,DTMF reciever,KYC,18,300SOIC,ZL49031.SYNCHRO_II,SOIC18_7.5x11.54x2.42,ASEM,SYNCHRO_II,mt3371bc.vti,,,mt3371bc.vti,BC,-,AS1,Tube,No,T400,FCD,T25C,1,,STD,STD_ZL49031DCE1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.97,21763,0.98,0.65,14146.09571788413,13863.173803526448,ACTIVE,W.C194C39,DTMF reciever,0.98,0.9,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,,Dalsa,ASEM,14-A20011,LTX (Europe) LTD,LTX (Europe) LTD:860-6796,14-A20008,ASECO,ASECO:300SOIC,NA,NA,NA,14-A20019,Mitel,Mitel:1441563010203_R1,,NA,NA,,"144878
144879",3.0,MT3371BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,ZL49031DDF1,ZL49031D,Z0543TL5CA01,Z0543,DTMF reciever,L5C,20,SSOP,ZL49031.SYNCHRO_II,SSOP20_5.3x7.2x1.8,ASEM,SYNCHRO_II,mt3371bc.vti,,,mt3371bc.vti,BC,-,AS1,Tube,No,T400,FCD,T25C,1,,STD,STD_ZL49031DDF1,FQ,FCD(25C). FQD(25C),CPG_LE_TEL,Yes,1.0,2.0,1.97,21763,0.98,0.65,14146.09571788413,13863.173803526448,ACTIVE,W.C194C39,DTMF reciever,0.98,0.9,1,0.01,0.6,,Santhiya Marinanmuthu,SS Quah,SS Quah,,SS Quah,,Dalsa,ASEM,14-A20011,LTX (Europe) LTD,LTX (Europe) LTD:860-6796,14-A20127,ASECO,ASECO:SSOP20,NA,NA,NA,14-A20019,Mitel,Mitel:1441563010203_R1,,NA,NA,,"144892
144893",4.0,MT3371BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT093AE1,MT093AE1,V20231KSCA01,V2023,PHASE OUT,KSC,40,300DIP,V2023.Q262,PDIP040 (300),ASEM,Q262,AJC136,,,NA,AJ,-,MCT,Tube,No,,,T25C,1,,STD,STD_MT093AE1,FQ,FCD(25C). FQD(25C),CPG_LE_MCT,Yes,1.0,1.2,2.09,26261,,0.5,13130.699088145897,0.0,PHASE OUT BUT NEED TO KEEP,J7350AAA,PHASE OUT,PHASE OUT,PHASE OUT,PHASE OUT,PHASE OUT,PHASE OUT,,,SC Lee,SC Lee,,EOL,EOL,EOL,ASEM,14-A20103,NA,NA(ZS-LB-006)-Photo,14-A20149,MCT,MCT:PDIP40,NA,NA,NA,14-A20120,NA,ZS-IB-004(Photo),NA,NA,NA,,"144972
144973",0.0,MT8812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT093AP1,MT093AP1,V20231T2XA01,V2023,Telecom and Custom,T2X,44,44PLCC,V2023.Q262,PLCC44(16.59x16.59x3.81),ASEM,Q262,AJC136,,,NA,AJ,-,AS1,Tube,No,,,T25C,1,,STD,STD_MT093AP1,FQ,FCD(25C). FQD(25C),CPG_LE_MCT,Yes,1.0,2.0,2.09,21124,,0.5,10562.347188264059,0.0,ACTIVE,J7350AAA,Telecom and Custom,,,,,,,,SC Lee,,,,,GF Fab 2,ASEM,14-A20103,NA,NA(ZS-LB-006)-Photo,14-A20006,ASECO,ASECO:PLCC044,NA,NA,NA,14-A20114,PIER ELECTRONICS,PIER ELECTRONICS:D7ASCC/ZS-DB-010(Photo),NA,NA,NA,,"144916
144917",1.0,MT8812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT093APR1,MT093AP1,V2023ST2XA01,V2023,Telecom and Custom,T2X,44,44PLCC,V2023.Q262,PLCC44(16.59x16.59x3.81),ASEM,Q262,AJC136,,,NA,AJ,-,AS1,Tube,No,,,T25C,1,,STD,STD_MT093APR1,FQ,FCD(25C). FQD(25C),CPG_LE_MCT,Yes,1.0,2.0,2.09,21124,,0.5,10562.347188264059,0.0,ACTIVE,J7350AAA,Telecom and Custom,,,,,,,,SC Lee,,,,,GF Fab 2,ASEM,14-A20103,NA,NA(ZS-LB-006)-Photo,14-A20006,ASECO,ASECO:PLCC044,NA,NA,NA,14-A20114,PIER ELECTRONICS,PIER ELECTRONICS:D7ASCC/ZS-DB-010(Photo),NA,NA,NA,,"144916
144917",1.0,MT8812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT8806AP1,MT8806AP,V20267L4XA01,V2026,Voice Processing Telecom,L4X,28,28PLCC,V2026.Q262,PLCC028 (11.5X11.5x4.4),ASEM,Q262,ACC129,,,NA,AC,-,AS1,Tube,No,,,T25C,1,,STD,STD_MT8806AP1,FQ,FCD(25C). FQD(25C),CPG_LE_MCT,Yes,1.0,2.0,2.2,20571,,0.5,10285.714285714284,0.0,ACTIVE,J7390AAA,Voice Processing Telecom,0.95,0.8,0.99,0.01,0.5,NA,Santhiya Marinanmuthu,SC Lee,HC Tan,,Mark Kashanchi,Joshua Brown,TSMC,,14-A20103,NA,NA(ZS-LB-006)-Photo,14-A20003,ASECO,ASECO:PLCC028,NA,NA,NA,14-A20108,PIER ELECTRONICS,PIER ELECTRONICS:D7ASCC/ZS-DB-004(Photo),NA,NA,NA,,"144926
144927",1.0,MT8806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT8806APR1,MT8806AP,V2026TL4XA01,V2026,Voice Processing Telecom,L4X,28,28PLCC,V2026.Q262,PLCC028 (11.5X11.5x4.4),ASEM,Q262,ACC129,,,NA,AC,-,AS1,Tube,No,,,T25C,1,,STD,STD_MT8806APR1,FQ,FCD(25C). FQD(25C),CPG_LE_MCT,Yes,1.0,2.0,2.2,20571,,0.5,10285.714285714284,0.0,ACTIVE,J7390AAA,Voice Processing Telecom,0.95,0.8,0.99,0.01,0.5,NA,Santhiya Marinanmuthu,SC Lee,HC Tan,,Mark Kashanchi,Joshua Brown,TSMC,,14-A20103,NA,NA(ZS-LB-006)-Photo,14-A20003,ASECO,ASECO:PLCC028,NA,NA,NA,14-A20108,PIER ELECTRONICS,PIER ELECTRONICS:D7ASCC/ZS-DB-004(Photo),NA,NA,NA,,"144926
144927",1.0,MT8806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPT,MT8806AE1,MT8806AE,V20267KQCA01,V2026,Voice Processing Telecom,KQC,28,300DIP,V2026.Q262,PDIP028 (300),ASEM,Q262,ACC129,,,NA,AC,-,MCT,Tube,No,,,T25C,1,,STD,STD_MT8806AE1,FQ,FCD(25C). FQD(25C),CPG_LE_MCT,Yes,1.0,1.2,2.2,25411,,0.5,12705.882352941175,0.0,ACTIVE,J7390AAA,Voice Processing Telecom,0.95,0.8,0.99,0.01,0.5,,Santhiya Marinanmuthu,SC Lee,HC Tan,,Mark Kashanchi,Joshua Brown,TSMC,,14-A20103,NA,NA(ZS-LB-006)-Photo,14-A20072,MCT,MCT:PDIP28,NA,NA,NA,14-A20119,NA,ZS-IB-003(Photo),NA,NA,NA,,"144982
144983",2.0,MT8806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
