,,,,,,,,,,,,,,,,glxy_SS_IH     <> glxy_pin2,glxy_OSC       <> glxy_pin3,glxy_OUTS      <> glxy_pin4S,glxy_OUTF      <> glxy_pin4F,glxy_VCCS      <> glxy_pin5S,glxy_VCCF      <> glxy_pin5F,glxy_BOOT      <> glxy_pin6,glxy_COMP      <> glxy_pin7,glxy_FB        <> glxy_pin8,glxy_PT        <> glxy_PT,Abs comp       <> ABS_COM,Abs fb         <> ABS_FB,Ref bef zap    <> REF_BE,sim1 ... <> Simule_1,sim2 ... <> Simule_2,sim3 ... <> Simule_3,sim4 ... <> Simule_4,sim5 ... <> Simule_5,sim6 ... <> Simule_6,sim7 ... <> Simule_7,sim8 ... <> Simule_8,sim9 ... <> Simule_9,sim10 ... <> Simule_10,sim11 ... <> Simule_11,sim12 ... <> Simule_12,sim13 ... <> Simule_13,sim14 ... <> Simule_14,sim15 ... <> Simule_15,Ref best     <> REF_BEST_SIM,indice        <> REF_FLAG,Zap current   <> ZAP_REF,Ref aft zap     <> REF,Ref recovery    <> VREF_REC,Ref precision   <> VREF_TGT,Line 8/55v      <> LN_REG,Iq dut_cycle=0  <> IQ,Iq st_by 24v    <> IQ_SBY_24,Iq st_by 55v    <> IQ_SBY_55,Abs supply      <> ABS_VCC,Iq tot          <> IQ_TOT,Freq at 8v      <> FQ_1,Uvlo up th      <> UVLO_UP,Uvlo hysteresis  <> UVLO_HYS,Freq at 55v     <> FQ_2,Freq stability  <> FQ_STAB,Freq max        <> FQ_MAX,I inh low       <> I_IH_LO,Inh th up        <> INH_TH_UP,Inh th down      <> INH_TH_DOWN,Inh hyste        <> INH_HYS,Iss charge      <> SS_ICH,Iss discharge    <> SS_IDCH,Lkg Mos          <> LK_PWR,Abs out          <> OUT_MAX,Abs boot         <> ABS_BOOT,Lkg boot Mos off <> IBOOT_OFF,Lkg boot         <> LKG_BOOT,Drop of the Mos <> DROP_10V,Rds on          <> RDS_ON,Imax bef zap	 <> IMAX,Imax aft zap   <> IMAX_AFT,Imax precision   <> IMAX_TGT,Max duty cycle  <> MAX_DUT,Osc val 24v     <> OSC_VL24,Osc pk 55v       <> OSC_PK55,Osc pk 8v        <> OSC_PK8,Gain op_loop     <> EA_OLG,Svrr             <> EA_SVRR,Bias EA         <> EA_BIAS,Transcond       <> EA_TRANS,EA swing high   <> EA_SWH,EA swing low	 <> EA_SWL,Src out I       <> EA_SRC,Sink out I      <> EA_SNK
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,11,-19,510,First,1,1,None,0,-0.6629687547683716,-0.6526562571525574,-0.692578136920929,-0.6982812285423279,-0.5567968487739563,-0.5780468583106995,-0.6879687309265137,-0.6571093797683716,-0.6919531226158142,-0.7969531416893005,-0.00027578126173466444,-2.0690624751296127e-06,3.4028124809265137,3.3790624141693115,3.2958593368530273,3.323359489440918,3.432812452316284,3.517265558242798,3.4878907203674316,3.458437442779541,3.3715624809265137,3.400937557220459,3.348437547683716,3.3202342987060547,3.4046874046325684,3.4878907203674316,3.3971874713897705,3.429062604904175,3.3715624809265137,8.0,0.8167187571525574,3.372187614440918,-0.030625000596046448,0.0036272320430725813,0.003214062424376607,0.0031731249764561653,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0032031249720603228,96343.0,,,99548.9296875,0.03220455348491669,428774.4375,-6.711562491545919e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-4.0899998566601425e-05,1.0006249794969335e-05,-2.7812500775326043e-05,-0.01795000024139881,0.00011718749738065526,4.812499901163392e-05,0.0006217187619768083,0.23054687678813934,0.1536979228258133,2.509999990463257,2.509999990463257,0.004000000189989805,0.9827179908752441,0.8600000143051147,9.529999732971191,2.130000114440918,59.0388298034668,82.22216796875,2.102968664985383e-06,0.0021621622145175934,11.110312461853027,0.12134374678134918,-0.0002424921840429306,0.00030178905581124127
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,12,-19,511,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,13,-19,512,First,1,1,None,0,-0.6629687547683716,-0.6526562571525574,-0.6976562738418579,-0.7045312523841858,-0.5592968463897705,-0.5805468559265137,-0.6892187595367432,-0.6583593487739563,-0.6932031512260437,-0.7969531416893005,-0.00027578126173466444,-2.0903125914628617e-06,3.414687395095825,3.3871874809265137,3.3039844036102295,3.331484317779541,3.442187547683716,3.5266406536102295,3.496640682220459,3.4678125381469727,3.380312442779541,3.4096875190734863,3.356562614440918,3.328359365463257,3.413437604904175,3.496640682220459,3.4078125953674316,3.437187433242798,3.380312442779541,8.0,0.8184375166893005,3.380312442779541,-0.03437500074505806,0.006045387126505375,0.003414062550291419,0.0031706250738352537,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0032031249720603228,96358.71875,,,99556.7109375,0.03212234005331993,429214.625,-6.604062491533114e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.1474999306956306e-05,1.0281250069965608e-05,-2.7656249585561454e-05,-0.015612499788403511,0.00011718749738065526,4.812499901163392e-05,0.000622968771494925,0.23054687678813934,0.1536979228258133,2.509999990463257,2.509999990463257,0.004000000189989805,0.9819324612617493,0.8600000143051147,9.529999732971191,2.130000114440918,58.86772537231445,82.13311767578125,2.1446874143293826e-06,0.0021621622145175934,11.135624885559082,0.12084375321865082,-0.0002413671900285408,0.000304851564578712
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,14,-19,513,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,15,-19,514,First,1,1,None,0,-0.6635937690734863,-0.6539062261581421,-0.7014062404632568,-0.7076562643051147,-0.560546875,-0.5811718702316284,-0.6898437738418579,-0.6583593487739563,-0.6938281059265137,-0.7982031106948853,-0.0002795312611851841,-1.986562438105466e-06,3.4053125381469727,3.3784375190734863,3.295234441757202,3.3227343559265137,3.432187557220459,3.5166406631469727,3.4872655868530273,3.457812547683716,3.3709375858306885,3.399062395095825,3.3478124141693115,3.3202342987060547,3.404062509536743,3.4872655868530273,3.3984375,3.4278125762939453,3.3709375858306885,8.0,0.8221562504768372,3.3709375858306885,-0.03437500074505806,0.0032552082557231188,0.003351562423631549,0.0031406250782310963,0.00011406250268919393,0.0001390624966006726,0.00015156250447034836,0.003165625035762787,96468.1796875,7.25,0.0,99546.3046875,0.030921515077352524,428942.90625,-6.602812391065527e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-3.987500167568214e-05,9.981249604607001e-06,-2.7656249585561454e-05,-0.01418749988079071,0.00011718749738065526,4.812499901163392e-05,0.0006285937270149589,0.23054687678813934,0.1536979228258133,2.490000009536743,2.490000009536743,-0.004000000189989805,0.9827044010162354,0.8600000143051147,9.529999732971191,2.130000114440918,58.78342056274414,81.87132263183594,1.8432812112223473e-06,0.002222222276031971,11.107812881469727,0.12059374898672104,-0.00024631249834783375,0.00030697655165567994
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,16,-19,515,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,17,-19,516,First,1,1,None,0,-0.6610937714576721,-0.6514062285423279,-0.6995312571525574,-0.7064062356948853,-0.5592968463897705,-0.5811718702316284,-0.6892187595367432,-0.6577343940734863,-0.6932031512260437,-0.7963281273841858,-0.00027203126228414476,-2.0115624010941247e-06,3.406562566757202,3.3790624141693115,3.2958593368530273,3.323359489440918,3.432812452316284,3.517265558242798,3.4872655868530273,3.458437442779541,3.3671875,3.400937557220459,3.348437547683716,3.3202342987060547,3.4046874046325684,3.4872655868530273,3.399062395095825,3.4284374713897705,3.3671875,8.0,0.8141562342643738,3.372187614440918,-0.03437500074505806,0.0036272320430725813,0.0031640625093132257,0.0031481250189244747,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003178125014528632,96252.1171875,,,99521.6796875,0.03285273537039757,429077.03125,-6.6340626290184446e-06,2.0999999046325684,1.3799999952316284,0.7200000286102295,-4.0499999158782884e-05,1.0156250027648639e-05,-2.796875014610123e-05,-0.01413749996572733,0.00011718749738065526,4.812499901163392e-05,0.0006198437768034637,0.2299218773841858,0.15328125655651093,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9827451109886169,0.8600000143051147,9.529999732971191,2.130000114440918,58.514949798583984,82.55671691894531,1.9989063275716035e-06,0.002222222276031971,11.107812881469727,0.12209375202655792,-0.00023805469390936196,0.0002988515479955822
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,18,-19,517,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,19,-19,518,First,1,1,None,0,-0.6623437404632568,-0.6526562571525574,-0.7020312547683716,-0.7089062333106995,-0.5586718916893005,-0.5811718702316284,-0.6892187595367432,-0.6583593487739563,-0.6932031512260437,-0.7994531393051147,-0.0002682812628336251,-1.971562596736476e-06,3.4021875858306885,3.374687433242798,3.292109489440918,3.318984270095825,3.4284374713897705,3.512890577316284,3.4828906059265137,3.440312385559082,3.3671875,3.3965625762939453,3.3446874618530273,3.3164844512939453,3.400937557220459,3.483515739440918,3.3946874141693115,3.424062490463257,3.374687433242798,1.0,0.8130000233650208,3.374687433242798,-0.027499999850988388,0.00437127985060215,0.003276562551036477,0.003133124904707074,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031531250569969416,96551.78125,,,99574.8671875,0.030359899625182152,429226.65625,-6.569062406924786e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-3.9999998989515007e-05,9.981249604607001e-06,-2.796875014610123e-05,-0.013073437847197056,0.000110937500721775,4.812499901163392e-05,0.000618593767285347,0.2299218773841858,0.15328125655651093,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9819040298461914,0.8600000143051147,9.529999732971191,2.130000114440918,58.699928283691406,82.49492645263672,1.800156269382569e-06,0.0021621622145175934,11.118124961853027,0.12259375303983688,-0.00023611719370819628,0.0002989140630234033
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,20,-19,519,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,21,-19,520,First,1,1,None,0,-0.6635937690734863,-0.6539062261581421,-0.7032812237739563,-0.7107812762260437,-0.5599218606948853,-0.5817968845367432,-0.6898437738418579,-0.6583593487739563,-0.6938281059265137,-0.798828125,-0.00027453125221654773,-1.954062554432312e-06,3.399062395095825,3.372187614440918,3.2889842987060547,3.3164844512939453,3.4259374141693115,3.509765625,3.473437547683716,3.450937509536743,3.364687442779541,3.3890624046325684,3.341562509536743,3.3139843940734863,3.397812604904175,3.4803125858306885,3.3921875953674316,3.421562433242798,3.372187614440918,1.0,0.8091250061988831,3.3715624809265137,-0.027499999850988388,0.00344122014939785,0.0031890624668449163,0.003123125061392784,0.00011406250268919393,0.00014531250053551048,0.000157812493853271,0.0031406250782310963,96198.1015625,7.25,0.0,99550.640625,0.03367669880390167,428926.40625,-6.670312359347008e-06,2.0999999046325684,1.3799999952316284,0.7200000286102295,-3.96249997720588e-05,9.806250091060065e-06,-2.843750007741619e-05,-0.012848437763750553,0.00011718749738065526,4.9375001253793016e-05,0.0006304687703959644,0.2286718785762787,0.1524479240179062,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9819607734680176,0.8600000143051147,9.529999732971191,2.130000114440918,59.36902618408203,82.52963256835938,1.7260937283936073e-06,0.0022857142612338066,11.10531234741211,0.12209375202655792,-0.00024130468955263495,0.00030222657369449735
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,22,-19,521,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,23,-19,522,First,1,1,None,0,-0.6635937690734863,-0.6539062261581421,-0.7026562690734863,-0.7089062333106995,-0.5599218606948853,-0.5817968845367432,-0.6898437738418579,-0.6583593487739563,-0.6932031512260437,-0.7982031106948853,-0.0002807812415994704,-1.9803123905148823e-06,3.3965625762939453,3.3690624237060547,3.287109375,3.3146092891693115,3.4228124618530273,3.506640672683716,3.477187395095825,3.448437452316284,3.362187385559082,3.390937566757202,3.3396875858306885,3.3114843368530273,3.395312547683716,3.477187395095825,3.3896875381469727,3.419062614440918,3.3690624237060547,1.0,0.8090000152587891,3.369687557220459,-0.026875000447034836,0.0028831844683736563,0.0030890624038875103,0.003105625044554472,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003128125099465251,96183.5078125,,,99495.5703125,0.033288583159446716,428712.4375,-6.599062544410117e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-4.032500146422535e-05,1.0131249837286305e-05,-2.843750007741619e-05,-0.013410937041044235,0.00011718749738065526,4.812499901163392e-05,0.000627968751359731,0.22929687798023224,0.15286459028720856,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9827451109886169,0.8600000143051147,9.529999732971191,2.130000114440918,58.41386032104492,82.2520523071289,1.902968733702437e-06,0.002222222276031971,11.09781265258789,0.12184374779462814,-0.00024806251167319715,0.00030285154934972525
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,24,-19,523,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,25,-19,524,First,1,1,None,0,-0.6629687547683716,-0.6532812714576721,-0.7026562690734863,-0.7095312476158142,-0.5592968463897705,-0.5811718702316284,-0.6892187595367432,-0.6583593487739563,-0.6932031512260437,-0.7994531393051147,-0.00027203126228414476,-1.954062554432312e-06,3.392812490463257,3.3653125762939453,3.283984422683716,3.310859441757202,3.419687509536743,3.5028905868530273,3.4728124141693115,3.444687604904175,3.3584375381469727,3.3871874809265137,3.3358592987060547,3.303359270095825,3.390937566757202,3.473437547683716,3.385937452316284,3.4153125286102295,3.3653125762939453,1.0,0.8138750195503235,3.3659374713897705,-0.026875000447034836,0.0017671131063252687,0.003001562552526593,0.003105625044554472,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003128125099465251,96072.125,,,99497.890625,0.03443055972456932,428508.90625,-6.577812655450543e-06,2.0799999237060547,1.3799999952316284,0.699999988079071,-3.922500036424026e-05,9.731250429467764e-06,-2.890625000873115e-05,-0.013135937042534351,0.00011718749738065526,4.812499901163392e-05,0.0006223437376320362,0.2299218773841858,0.15328125655651093,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9827315807342529,0.8600000143051147,9.529999732971191,2.130000114440918,58.45415496826172,82.28204345703125,1.7323437759841909e-06,0.0021621622145175934,11.085312843322754,0.12384375184774399,-0.0002390546869719401,0.00029509374871850014
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,26,-19,525,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,27,-19,526,First,1,1,None,0,-0.6660937666893005,-0.6564062237739563,-0.7045312523841858,-0.7107812762260437,-0.5630468726158142,-0.5811718702316284,-0.6898437738418579,-0.6583593487739563,-0.6932031512260437,-0.798828125,-0.000273281242698431,-2.002812607315718e-06,3.4046874046325684,3.377187490463257,3.294609308242798,3.3221094608306885,3.4315624237060547,3.515390634536743,3.486015558242798,3.4571874141693115,3.370312452316284,3.399062395095825,3.3471875190734863,3.3196094036102295,3.403437614440918,3.486015558242798,3.3971874713897705,3.427187442779541,3.370312452316284,8.0,0.8176249861717224,3.370312452316284,-0.03437500074505806,0.0030691963620483875,0.003039062488824129,0.0030756250489503145,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003115624887868762,96066.8515625,7.25,0.0,99483.1171875,0.034340180456638336,428583.875,-6.674062660749769e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-3.975000072387047e-05,9.831250281422399e-06,-2.890625000873115e-05,-0.013912499882280827,0.000110937500721775,4.812499901163392e-05,0.0006217187619768083,0.22929687798023224,0.15286459028720856,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9819748997688293,0.8600000143051147,9.529999732971191,2.130000114440918,58.793914794921875,82.681640625,1.874687541203457e-06,0.0021621622145175934,11.100312232971191,0.12259375303983688,-0.00023855468316469342,0.0003006015613209456
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,28,-19,527,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,29,-19,528,First,1,1,None,0,-0.6673437356948853,-0.6571093797683716,-0.7057812213897705,-0.7126562595367432,-0.5624218583106995,-0.5811718702316284,-0.6898437738418579,-0.6583593487739563,-0.6932031512260437,-0.8000781536102295,-0.000273281242698431,-1.941562459251145e-06,3.4078125953674316,3.380312442779541,3.297109365463257,3.3246092796325684,3.434687614440918,3.5191407203674316,3.489140510559082,3.460312604904175,3.372812509536743,3.4021875858306885,3.3503124713897705,3.3221094608306885,3.406562566757202,3.4897656440734863,3.4003124237060547,3.430312395095825,3.372812509536743,8.0,0.8195624947547913,3.3734374046325684,-0.03437500074505806,0.0039992560632526875,0.0032265624031424522,0.003128125099465251,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.0031406250782310963,96438.265625,,,99589.84375,0.03164556995034218,429504.09375,-6.5178123804798815e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-4.0675000491319224e-05,9.9062499430147e-06,-2.8593749448191375e-05,-0.013875000178813934,0.00011718749738065526,4.812499901163392e-05,0.0006160937482491136,0.2311718761920929,0.15411458909511566,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9827044010162354,0.8600000143051147,9.529999732971191,2.130000114440918,58.87832260131836,82.55671691894531,1.7173437072415254e-06,0.002222222276031971,11.118124961853027,0.12259375303983688,-0.00023767969105392694,0.00029941406683064997
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,30,-19,529,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,31,-19,530,First,1,1,None,0,-0.6629687547683716,-0.6532812714576721,-0.7001562714576721,-0.7057812213897705,-0.5586718916893005,-0.5805468559265137,-0.6892187595367432,-0.6583593487739563,-0.6932031512260437,-0.8000781536102295,-0.0002782812516670674,-2.034062390521285e-06,3.388437509536743,3.3628125190734863,3.2808594703674316,3.307734489440918,3.417187452316284,3.489140510559082,3.469062566757202,3.442187547683716,3.356562614440918,3.3846874237060547,3.333359479904175,3.299609422683716,3.3890624046325684,3.470937490463257,3.383437395095825,3.4128124713897705,3.3628125190734863,1.0,0.8087499737739563,3.3628125190734863,-0.025624999776482582,0.0008370535797439516,0.005001562647521496,0.0031031249091029167,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003128125099465251,96195.765625,,,99541.8984375,0.033615291118621826,428895.65625,-6.587812549696537e-06,2.059999942779541,1.3600000143051147,0.699999988079071,-3.94000016967766e-05,9.806250091060065e-06,-2.890625000873115e-05,-0.014650000259280205,0.00011718749738065526,4.9375001253793016e-05,0.0006242187228053808,0.2299218773841858,0.15328125655651093,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9827315807342529,0.8600000143051147,9.529999732971191,2.130000114440918,58.67918014526367,82.07425689697266,2.0687500636995537e-06,0.002222222276031971,11.075312614440918,0.12059374898672104,-0.00024631249834783375,0.00030847656307742
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,32,-19,531,First,1,1,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,33,-19,532,First,1,1,None,0,-0.664843738079071,-0.6551562547683716,-0.6995312571525574,-0.7051562666893005,-0.5617969036102295,-0.5811718702316284,-0.6892187595367432,-0.6577343940734863,-0.692578136920929,-0.7969531416893005,-0.0002820312511175871,-2.1040625597379403e-06,3.4103124141693115,3.3828125,3.299609422683716,3.3277344703674316,3.435312509536743,3.5216405391693115,3.491640567779541,3.4628124237060547,3.3759374618530273,3.4046874046325684,3.3528125286102295,3.3246092796325684,3.408437490463257,3.4922657012939453,3.4028124809265137,3.432812452316284,3.3759374618530273,8.0,0.8177499771118164,3.3759374618530273,-0.03437500074505806,0.0047433036379516125,0.003176562488079071,0.003155624959617853,0.00011406250268919393,0.0001390624966006726,0.000157812493853271,0.003178125014528632,96355.5,7.25,0.0,99539.328125,0.03198569640517235,429493.0625,-6.5328126765962224e-06,2.0999999046325684,1.3799999952316284,0.7200000286102295,-4.1125000279862434e-05,9.856249562290031e-06,-2.890625000873115e-05,-0.015824999660253525,0.00011718749738065526,4.812499901163392e-05,0.0006129687535576522,0.22929687798023224,0.15286459028720856,2.430000066757202,2.430000066757202,-0.02800000086426735,0.9819324612617493,0.8600000143051147,9.529999732971191,2.130000114440918,58.762474060058594,81.87132263183594,2.1742187072959496e-06,0.0021621622145175934,11.123125076293945,0.12109375,-0.00024756250786595047,0.0003054140543099493
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,34,-19,533,First,20,20,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demofile.stdf,galaxy-t,2001/06/06-09:13:45,seqU738,ab248ea05,W118892,R114792-03,0,35,-19,534,First,1,1,None,0,-0.664843738079071,-0.6551562547683716,-0.6964062452316284,-0.7026562690734863,-0.5617969036102295,-0.5811718702316284,-0.6898437738418579,-0.6583593487739563,-0.692578136920929,-0.7975780963897705,-0.0002782812516670674,-2.0090624275326263e-06,3.411562442779541,3.383437395095825,3.300234317779541,3.328359365463257,3.437812566757202,3.522265672683716,3.4928905963897705,3.464062452316284,3.3765625953674316,3.405937433242798,3.3528125286102295,3.3252344131469727,3.4096875190734863,3.4922657012939453,3.404062509536743,3.4334375858306885,3.3765625953674316,8.0,0.8142812252044678,3.3765625953674316,-0.03500000014901161,0.0049293152987957,0.0033265624660998583,0.003115624887868762,0.00011406250268919393,0.0001390624966006726,0.00015156250447034836,0.0031406250782310963,96405.2734375,7.25,0.0,99547.515625,0.03156526759266853,429299.71875,-6.574062354047783e-06,2.0799999237060547,1.3600000143051147,0.7200000286102295,-4.030000127386302e-05,9.681250048743095e-06,-2.890625000873115e-05,-0.017100000753998756,0.00011718749738065526,4.812499901163392e-05,0.0006179687334224582,0.2299218773841858,0.15328125655651093,2.450000047683716,2.450000047683716,-0.019999999552965164,0.9827044010162354,0.8600000143051147,9.529999732971191,2.130000114440918,58.814937591552734,81.78578186035156,1.9206249817216303e-06,0.002222222276031971,11.118124961853027,0.12259375303983688,-0.00024405468138866127,0.000300539075396955
